fl_date,day_of_the_week,month,mkt_unique_carrier,origin,dest,crs_dep_time,dep_delay,taxi_out,taxi_in,crs_arr_time,air_time,arr_delay,distance,origin_city,origin_state,dest_city,dest_state,origin_weather_condn,origin_tempc,origin_windspeedmiles,origin_winddir16point,origin_windgustmiles,origin_windchillc,origin_precipinches,origin_humidity,origin_visibilitymiles,origin_pressureinches,origin_dewpointc,origin_cloudcover,origin_uvindex,dest_weather_condn,dest_tempc,dest_windspeedmiles,dest_winddir16point,dest_windgustmiles,dest_windchillc,dest_precipinches,dest_humidity,dest_visibilitymiles,dest_pressureinches,dest_dewpointc,dest_cloudcover,dest_uvindex
11/1/2019,Friday,November,B6,SJU,JFK,2022,25,9,12,16,204,16,1598,San Juan, PR,New York, NY,Patchy rain possible,26,11,ENE,15,26,0.1,78,5,30,22,14,1,Overcast,14,28,S,48,10,0,71,6,30,8,90,1
5/1/2019,Wednesday,May,B6,RSW,BOS,545,0,17,5,851,161,-3,1249,Fort Myers, FL,Boston, MA,Clear,23,11,ENE,18,23,0,81,6,30,19,3,1,Partly cloudy,9,3,WSW,4,9,0,57,6,30,1,53,3
2/1/2019,Friday,February,B6,DEN,JFK,2359,-10,12,5,540,195,-19,1626,Denver, CO,New York, NY,Clear,5,4,S,6,4,0,42,6,30,-6,0,1,Partly cloudy,-8,10,W,16,-14,0,47,6,30,-17,14,1
6/1/2019,Saturday,June,B6,SAN,BOS,1449,12,18,5,2324,296,-4,2588,San Diego, CA,Boston, MA,Sunny,18,8,WSW,9,18,0,66,6,30,12,13,5,Clear,17,9,S,12,17,0,79,6,30,14,10,1
7/1/2019,Monday,July,B6,PBI,LGA,946,-2,14,7,1230,140,-5,1035,West Palm Beach/Palm Beach, FL,New York, NY,Sunny,27,21,E,32,27,0,80,6,30,23,24,7,Sunny,28,5,NW,6,28,0,45,6,30,15,9,7
2/1/2019,Friday,February,B6,JFK,DEN,2002,26,13,7,2249,218,-23,1626,New York, NY,Denver, CO,Partly cloudy,-9,9,W,7,-12,0,44,6,30,-16,72,1,Clear,5,4,S,6,4,0,42,6,30,-6,0,1
1/1/2019,Tuesday,January,B6,MSY,BOS,1437,-3,8,3,1837,151,-21,1368,New Orleans, LA,Boston, MA,Overcast,20,6,NNE,9,20,0,85,6,30,17,96,5,Clear,2,11,NW,20,-2,0,66,6,30,-3,0,1
10/1/2019,Tuesday,October,B6,BOS,JFK,1545,18,19,7,1715,44,-2,187,Boston, MA,New York, NY,Cloudy,23,10,SSW,13,23,0,61,6,30,15,81,5,Patchy rain possible,24,11,SSW,13,24,0,68,5,30,18,15,5
5/1/2019,Wednesday,May,B6,JFK,SLC,1100,126,13,4,1426,286,103,1990,New York, NY,Salt Lake City, UT,Overcast,11,9,E,12,9,0,80,6,30,7,100,3,Sunny,5,6,WNW,7,3,0,37,6,30,-9,4,2
10/1/2019,Tuesday,October,B6,JAX,BOS,600,-9,13,8,833,151,10,1010,Jacksonville, FL,Boston, MA,Partly cloudy,25,8,ENE,12,25,0,86,6,30,22,37,6,Overcast,14,6,SSW,8,13,0,79,6,30,10,100,3
2/1/2019,Friday,February,B6,SJU,JFK,2126,-8,11,6,21,225,-1,1598,San Juan, PR,New York, NY,Partly cloudy,25,12,E,15,26,0,71,6,30,20,28,1,Partly cloudy,-8,10,W,16,-14,0,47,6,30,-17,14,1
8/1/2019,Thursday,August,B6,ATL,JFK,1012,10,16,5,1231,102,-6,760,Atlanta, GA,New York, NY,Sunny,24,3,ESE,4,24,0,77,6,30,20,12,6,Sunny,29,5,ENE,6,29,0,51,6,30,18,21,7
1/1/2019,Tuesday,January,B6,MCO,LGA,1222,-8,15,6,1457,153,11,950,Orlando, FL,New York, NY,Partly cloudy,27,9,SSW,6,27,0,56,6,30,17,52,7,Sunny,11,10,WNW,31,8,0,55,6,30,3,0,4
11/1/2019,Friday,November,B6,FLL,JFK,1800,11,17,7,2052,134,-3,1069,Fort Lauderdale, FL,New York, NY,Moderate or heavy rain shower,28,9,E,11,28,0.1,75,4,30,23,11,1,Clear,10,15,WNW,19,8,0,52,6,30,1,0,1
5/1/2019,Wednesday,May,B6,SLC,JFK,1516,110,11,10,2149,225,83,1990,Salt Lake City, UT,New York, NY,Sunny,5,6,WNW,7,3,0,37,6,30,-9,4,2,Overcast,12,12,ESE,16,11,0,80,6,30,9,96,1
8/1/2019,Thursday,August,B6,FLL,JFK,1755,92,26,8,2109,149,81,1069,Fort Lauderdale, FL,New York, NY,Partly cloudy,30,11,E,13,30,0,66,6,30,23,48,7,Partly cloudy,27,9,SSE,12,27,0,56,6,30,18,27,1
6/1/2019,Saturday,June,B6,JFK,LAX,1445,-6,14,6,1800,343,-18,2475,New York, NY,Los Angeles, CA,Sunny,25,4,SSW,4,25,0,51,6,30,14,8,6,Clear,19,8,SSW,9,19,0,66,6,30,13,8,1
10/1/2019,Tuesday,October,B6,FLL,JAX,2209,-15,16,4,2321,51,-16,319,Fort Lauderdale, FL,Jacksonville, FL,Light rain shower,27,19,ENE,23,27,0.1,78,6,30,23,73,1,Patchy rain possible,26,10,ENE,13,26,0,80,5,30,22,17,1
1/1/2019,Tuesday,January,B6,FLL,JFK,1831,112,19,6,2124,142,106,1069,Fort Lauderdale, FL,New York, NY,Patchy rain possible,25,8,ESE,13,25,0,76,5,30,20,42,1,Clear,7,10,NW,23,3,0,58,6,30,-1,0,1
4/1/2019,Monday,April,B6,PBI,LGA,945,98,22,4,1232,134,91,1035,West Palm Beach/Palm Beach, FL,New York, NY,Cloudy,26,23,E,33,26,0,80,6,30,23,70,6,Sunny,7,15,NW,17,3,0,35,6,30,-8,10,3
8/1/2019,Thursday,August,B6,BOS,BNA,723,14,18,7,910,127,-1,942,Boston, MA,Nashville, TN,Sunny,23,5,NW,7,23,0,71,6,30,18,6,6,Sunny,21,2,NNE,3,21,0,90,6,30,20,17,6
4/1/2019,Monday,April,B6,JFK,SEA,822,34,32,7,1152,359,42,2422,New York, NY,Seattle, WA,Sunny,1,17,NW,23,-5,0,51,6,30,-8,3,2,Sunny,9,4,NNE,6,9,0,73,6,30,5,18,3
1/1/2019,Tuesday,January,B6,JFK,SJU,1459,-2,19,8,1957,185,-28,1598,New York, NY,San Juan, PR,Sunny,11,10,WNW,31,8,0,55,6,30,3,0,4,Clear,25,11,ENE,17,25,0,74,6,30,20,12,1
4/1/2019,Monday,April,B6,JFK,ABQ,1945,11,22,11,2304,253,-22,1826,New York, NY,Albuquerque, NM,Clear,10,11,NW,13,8,0,37,6,30,-4,0,1,Clear,14,4,SSE,4,14,0,28,6,30,-4,6,1
6/1/2019,Saturday,June,B6,MCO,BQN,2316,70,13,4,157,127,53,1129,Orlando, FL,Aguadilla, PR,Patchy rain possible,31,11,WSW,15,31,0,58,5,30,21,26,1,Clear,24,6,E,11,24,0,82,6,30,21,7,1
7/1/2019,Monday,July,B6,FLL,JFK,1755,211,31,11,2109,143,202,1069,Fort Lauderdale, FL,New York, NY,Sunny,31,3,W,3,31,0,64,6,30,23,15,8,Clear,27,4,SW,5,27,0,52,6,30,16,15,1
10/1/2019,Tuesday,October,B6,ORD,BOS,1138,34,12,6,1506,106,10,867,Chicago, IL,Boston, MA,Patchy rain possible,22,9,SSW,16,22,0.1,77,5,30,18,12,5,Cloudy,23,10,SSW,13,23,0,61,6,30,15,81,5
12/1/2018,Saturday,December,DL,LGA,CHS,915,3,17,5,1152,99,-33,641,New York, NY,Charleston, SC,Sunny,4,3,N,3,3,0,78,6,30,1,10,2,Cloudy,18,4,SSE,7,18,0,82,6,30,15,76,4
2/1/2018,Thursday,February,DL,GNV,ATL,720,-9,18,8,844,54,-13,300,Gainesville, FL,Atlanta, GA,Sunny,9,2,E,3,9,0,93,6,30,8,14,3,Overcast,6,6,SSW,11,4,0,71,6,30,1,89,2
9/1/2018,Saturday,September,DL,MIA,JFK,1528,2,15,21,1835,144,-5,1089,Miami, FL,New York, NY,Moderate or heavy rain shower,32,11,E,13,32,0.2,59,4,30,23,10,7,Partly cloudy,24,7,SE,9,24,0,70,6,30,18,30,1
4/1/2018,Sunday,April,DL,DTW,ROC,2212,-5,16,6,2328,46,-13,296,Detroit, MI,Rochester, NY,Partly cloudy,2,6,W,8,0,0,41,6,30,-9,49,1,Partly cloudy,0,10,WSW,16,-5,0,56,6,30,-8,32,1
11/1/2018,Thursday,November,DL,DSM,MSP,1727,-4,11,12,1849,48,-15,232,Des Moines, IA,Minneapolis, MN,Sunny,14,4,ENE,4,14,0,40,6,30,1,9,4,Cloudy,7,6,NNE,9,5,0,55,6,30,-2,85,1
10/1/2018,Monday,October,DL,TYS,MSP,745,-1,12,8,918,127,-7,792,Knoxville, TN,Minneapolis, MN,Sunny,18,2,E,3,18,0,90,6,30,16,24,5,Partly cloudy,7,6,ENE,10,5,0,76,6,30,3,30,3
10/1/2018,Monday,October,DL,BOS,CHS,1050,0,17,4,1324,112,-21,818,Boston, MA,Charleston, SC,Partly cloudy,16,4,SW,5,16,0,82,6,30,13,33,5,Patchy rain possible,28,13,ENE,15,28,0,64,5,30,21,13,6
9/1/2018,Saturday,September,DL,DEN,MSP,1356,-5,8,3,1651,85,-24,680,Denver, CO,Minneapolis, MN,Sunny,27,3,NNE,3,27,0,19,6,30,1,10,7,Sunny,31,4,W,5,31,0,53,6,30,20,1,8
11/1/2018,Thursday,November,DL,ATL,CSG,1030,-3,16,1,1120,22,-14,83,Atlanta, GA,Columbus, GA,Overcast,17,7,SSE,11,17,0,87,6,30,14,96,4,Overcast,18,9,SSE,15,18,0,88,6,30,16,93,4
1/1/2018,Monday,January,DL,ATL,GSO,1500,-4,20,2,1618,48,-12,306,Atlanta, GA,Greensboro/High Point, NC,Cloudy,0,7,NNW,8,-4,0,35,6,31,-14,77,1,Sunny,-3,7,N,8,-8,0,24,6,31,-20,3,2
5/1/2018,Tuesday,May,DL,LEX,ATL,1005,-4,12,5,1129,63,-8,304,Lexington, KY,Atlanta, GA,Sunny,10,5,SSW,10,9,0,72,6,30,5,0,4,Sunny,15,3,SSE,3,15,0,64,6,30,8,9,4
5/1/2018,Tuesday,May,DL,SLC,LGB,835,0,19,3,938,109,8,588,Salt Lake City, UT,Long Beach, CA,Sunny,4,2,NE,4,4,0,67,6,30,-1,20,2,Partly cloudy,14,9,S,11,13,0,71,6,30,9,57,4
1/1/2018,Monday,January,DL,TVC,DTW,615,-4,26,9,738,35,-17,207,Traverse City, MI,Detroit, MI,Light snow,-11,14,NW,19,-21,0,86,6,31,-13,100,1,Partly cloudy,-15,6,WNW,10,-23,0,91,6,31,-16,26,2
9/1/2018,Saturday,September,DL,LAX,JFK,915,-5,32,9,1756,297,-8,2475,Los Angeles, CA,New York, NY,Sunny,23,5,SSW,6,23,0,71,6,30,17,6,6,Partly cloudy,25,7,E,8,25,0,61,6,30,17,55,7
7/1/2018,Sunday,July,DL,LGA,RDU,1230,-11,19,8,1430,65,-39,431,New York, NY,Raleigh/Durham, NC,Cloudy,34,3,SSE,4,34,0,48,6,30,21,82,7,Sunny,34,6,SSE,6,34,0,48,6,30,21,19,8
11/1/2018,Thursday,November,DL,CSG,ATL,1145,0,11,11,1240,23,-10,83,Columbus, GA,Atlanta, GA,Overcast,18,9,SSE,15,18,0,88,6,30,16,93,4,Light rain,20,8,S,11,20,0.1,83,5,30,17,100,4
6/1/2018,Friday,June,DL,BGR,LGA,1635,-5,27,15,1821,69,NULL,378,Bangor, ME,New York, NY,Overcast,27,8,SSW,9,27,0,74,6,30,22,93,6,Partly cloudy,25,7,SSE,11,25,0,74,6,30,20,31,1
8/1/2018,Wednesday,August,DL,MLI,ATL,1725,2,13,9,2024,96,1,633,Moline, IL,Atlanta, GA,Sunny,27,8,W,9,27,0,58,6,30,18,10,7,Moderate rain at times,22,1,S,1,22,0.2,91,4,30,21,72,1
6/1/2018,Friday,June,DL,BNA,JFK,1047,-5,35,6,1408,119,14,765,Nashville, TN,New York, NY,Thundery outbreaks possible,23,4,S,5,23,0,94,5,30,22,33,5,Patchy rain possible,26,3,ESE,3,26,0.1,69,5,30,20,14,6
5/1/2018,Tuesday,May,DL,CLE,LGA,1404,-5,49,4,1549,64,7,419,Cleveland, OH,New York, NY,Sunny,20,11,SW,21,20,0,44,6,30,7,4,5,Sunny,21,6,W,10,21,0,33,6,30,4,3,6
6/1/2018,Friday,June,DL,LGA,MKE,920,137,29,2,1104,105,109,738,New York, NY,Milwaukee, WI,Moderate or heavy rain shower,19,3,E,5,19,0.2,92,4,30,18,98,4,Patchy rain possible,15,15,NNE,17,14,0,84,5,30,12,49,4
9/1/2018,Saturday,September,DL,SLC,LAX,836,-3,12,10,940,84,-21,590,Salt Lake City, UT,Los Angeles, CA,Sunny,14,3,NNE,6,14,0,45,6,30,2,5,4,Sunny,23,5,SSW,6,23,0,71,6,30,17,6,6
12/1/2018,Saturday,December,DL,DCA,LGA,1130,-6,16,8,1241,41,-12,214,Washington, DC,New York, NY,Partly cloudy,3,2,NE,2,2,0,85,6,30,1,48,2,Sunny,7,2,E,2,6,0,59,6,30,0,22,3
12/1/2018,Saturday,December,DL,LGA,ROC,1630,-9,27,6,1757,43,-20,254,New York, NY,Rochester, NY,Sunny,7,2,E,2,6,0,59,6,30,0,22,3,Partly cloudy,2,8,ESE,11,-2,0,93,6,30,1,33,2
6/1/2018,Friday,June,DL,CVG,LGA,905,-3,25,13,1106,90,4,585,Cincinnati, OH,New York, NY,Light rain shower,20,2,WSW,3,20,0.1,95,6,30,19,100,4,Moderate or heavy rain shower,19,3,E,5,19,0.2,92,4,30,18,98,4
4/1/2018,Sunday,April,DL,FAY,ATL,1536,-10,14,6,1705,60,-19,331,Fayetteville, NC,Atlanta, GA,Sunny,23,7,SW,9,23,0,38,6,30,8,5,6,Sunny,25,3,SSW,3,26,0,31,6,30,8,9,6
9/1/2018,Saturday,September,DL,AUS,JFK,820,5,14,6,1304,198,-1,1521,Austin, TX,New York, NY,Sunny,25,2,SW,2,25,0,86,6,30,22,24,6,Partly cloudy,25,7,E,8,25,0,61,6,30,17,55,7
7/1/2018,Sunday,July,DL,IND,BOS,800,-3,17,7,1019,116,-2,818,Indianapolis, IN,Boston, MA,Sunny,25,6,SSW,9,25,0,90,6,30,24,5,7,Sunny,27,2,WSW,2,27,0,68,6,30,21,16,7
4/1/2018,Sunday,April,DL,ATL,CSG,1959,47,15,3,2045,19,38,83,Atlanta, GA,Columbus, GA,Clear,20,4,SSW,9,20,0,46,6,30,8,19,1,Clear,21,4,S,9,22,0,51,6,30,11,4,1
5/1/2018,Tuesday,May,DL,RDU,LGA,1900,-4,39,5,2053,76,3,431,Raleigh/Durham, NC,New York, NY,Clear,23,5,SSW,11,23,0,54,6,30,13,0,1,Clear,20,8,SW,16,20,0,47,6,30,9,7,1
8/1/2018,Wednesday,August,DL,GPT,ATL,1758,-3,11,15,2030,65,-4,352,Gulfport/Biloxi, MS,Atlanta, GA,Patchy rain possible,31,6,NNE,6,31,0.1,55,5,30,21,25,7,Moderate rain at times,22,1,S,1,22,0.2,91,4,30,21,72,1
8/1/2018,Wednesday,August,DL,ATL,GPT,1655,3,24,5,1723,60,4,352,Atlanta, GA,Gulfport/Biloxi, MS,Torrential rain shower,23,4,S,6,23,0.3,88,1,30,21,71,5,Patchy rain possible,31,6,NNE,6,31,0.1,55,5,30,21,25,7
6/1/2018,Friday,June,DL,BOS,JFK,1935,107,20,6,2104,42,86,187,Boston, MA,New York, NY,Partly cloudy,24,3,SSW,5,24,0,85,6,30,21,52,1,Partly cloudy,25,7,SSE,11,25,0,74,6,30,20,31,1
7/1/2018,Sunday,July,DL,RDU,LGA,1600,-7,15,10,1748,71,-19,431,Raleigh/Durham, NC,New York, NY,Sunny,34,6,SSE,6,34,0,48,6,30,21,19,8,Cloudy,34,3,SSE,4,34,0,48,6,30,21,82,7
10/1/2018,Monday,October,DL,MHT,DTW,1230,-7,25,8,1437,104,3,610,Manchester, NH,Detroit, MI,Overcast,12,4,NNE,5,12,0,94,6,30,11,100,3,Light rain shower,15,7,ENE,8,14,0,87,6,30,12,100,3
2/1/2018,Thursday,February,DL,RDU,BWI,905,-8,16,11,1020,43,-13,255,Raleigh/Durham, NC,Baltimore, MD,Sunny,1,6,SSW,13,-2,0,75,6,30,-3,8,2,Partly cloudy,2,7,SW,13,-3,0,66,6,30,-4,50,2
8/1/2018,Wednesday,August,DL,ATL,TLH,1344,0,16,5,1454,40,-9,223,Atlanta, GA,Tallahassee, FL,Torrential rain shower,23,4,S,6,23,0.3,88,1,30,21,71,5,Light rain shower,28,6,S,8,28,0.1,77,6,30,23,75,6
5/1/2018,Tuesday,May,DL,OMA,ATL,545,-8,12,7,901,111,-14,821,Omaha, NE,Atlanta, GA,Partly cloudy,20,19,S,31,20,0,67,6,30,14,42,1,Sunny,15,3,SSE,3,15,0,64,6,30,8,9,4
2/1/2018,Thursday,February,DL,RDU,LGA,1500,2,40,8,1648,61,3,431,Raleigh/Durham, NC,New York, NY,Sunny,14,12,SW,14,12,0,51,6,30,4,3,4,Partly cloudy,5,4,SW,6,2,0,55,6,30,-3,47,3
7/1/2018,Sunday,July,DL,JFK,CMH,1440,0,14,4,1644,66,-40,483,New York, NY,Columbus, OH,Cloudy,34,3,SSE,4,34,0,48,6,30,21,82,7,Sunny,34,7,S,8,34,0,44,6,30,20,19,8
4/1/2018,Sunday,April,DL,BWI,JFK,1520,-2,23,5,1638,37,-15,184,Baltimore, MD,New York, NY,Overcast,16,5,W,7,16,0,53,6,30,6,92,4,Cloudy,12,9,WNW,15,10,0,60,6,30,4,77,3
7/1/2018,Sunday,July,DL,BUF,LGA,716,-7,20,9,848,60,-10,292,Buffalo, NY,New York, NY,Sunny,24,9,SSW,13,24,0,80,6,30,20,0,6,Cloudy,27,4,NW,7,27,0,65,6,30,20,71,6
12/1/2018,Saturday,December,DL,BOS,CMH,1030,-6,11,5,1249,120,-9,640,Boston, MA,Columbus, OH,Sunny,0,7,NW,9,-3,0,78,6,30,-3,6,2,Heavy rain,6,9,ESE,14,2,0.8,96,3,30,5,100,2
2/1/2018,Thursday,February,DL,PIT,JFK,600,-8,17,6,750,59,-36,340,Pittsburgh, PA,New York, NY,Light drizzle,3,5,SW,11,-1,0,79,1,30,-1,100,1,Cloudy,2,8,SW,12,-3,0,62,6,30,-5,87,1
10/1/2018,Monday,October,DL,DTW,DSM,2005,26,26,5,2056,91,37,534,Detroit, MI,Des Moines, IA,Cloudy,15,8,E,12,14,0,95,6,30,14,86,1,Light rain,12,5,NW,7,11,0.1,94,5,30,11,84,1
4/1/2018,Sunday,April,DL,LGA,MCI,1105,-4,14,8,1345,186,-16,1107,New York, NY,Kansas City, MO,Overcast,8,10,SW,17,6,0,60,6,30,1,97,2,Overcast,-4,9,NNE,11,-9,0,81,6,30,-6,100,1
8/1/2018,Wednesday,August,DL,ATL,MLI,1550,-4,46,9,1650,82,13,633,Atlanta, GA,Moline, IL,Torrential rain shower,23,4,S,6,23,0.3,88,1,30,21,71,5,Sunny,27,8,W,9,27,0,58,6,30,18,10,7
10/1/2018,Monday,October,DL,ALB,DTW,600,-10,14,7,750,91,-8,489,Albany, NY,Detroit, MI,Partly cloudy,12,1,NNE,1,12,0,90,6,30,10,41,4,Overcast,12,9,ENE,12,10,0,86,6,30,10,100,3
1/1/2018,Monday,January,DL,PIT,DTW,1330,-6,44,6,1455,56,15,201,Pittsburgh, PA,Detroit, MI,Light snow,-10,10,W,11,-17,0,72,6,31,-14,97,1,Cloudy,-12,12,WNW,16,-20,0,78,6,31,-15,81,1
11/1/2018,Thursday,November,DL,DCA,JFK,907,-5,34,5,1037,42,-14,213,Washington, DC,New York, NY,Partly cloudy,14,4,SSW,7,14,0,90,6,30,13,26,4,Partly cloudy,14,6,SW,8,13,0,84,6,30,11,37,4
11/1/2018,Thursday,November,DL,SYR,JFK,1130,-4,12,9,1251,50,-14,209,Syracuse, NY,New York, NY,Patchy light rain,7,3,NW,4,7,0,93,5,30,6,72,2,Sunny,20,5,S,7,20,0,67,6,30,14,20,6
1/1/2018,Monday,January,DL,DTW,PIT,1200,-3,16,13,1318,37,-15,201,Detroit, MI,Pittsburgh, PA,Cloudy,-12,12,WNW,16,-20,0,78,6,31,-15,81,1,Light snow,-10,10,W,11,-17,0,72,6,31,-14,97,1
1/1/2018,Monday,January,DL,AVL,ATL,615,27,42,13,724,36,49,164,Asheville, NC,Atlanta, GA,Sunny,-9,6,N,8,-14,0,49,6,31,-18,3,2,Sunny,-5,8,NNW,10,-10,0,35,6,30,-18,7,2
2/1/2018,Thursday,February,DL,SYR,LGA,1719,-11,58,13,1850,41,10,198,Syracuse, NY,New York, NY,Partly cloudy,6,13,SW,19,2,0,69,6,30,1,60,3,Light drizzle,5,3,S,6,2,0,71,1,30,0,85,1
2/1/2019,Friday,February,DL,CVG,DCA,1224,-3,30,5,1348,59,7,411,Cincinnati, OH,Washington, DC,Overcast,-2,4,SE,3,-2,0,77,2,30,-5,97,1,Overcast,-2,5,ESE,5,-5,0,56,4,30,-9,100,1
7/1/2019,Monday,July,DL,PSC,MSP,1333,-7,13,4,1839,159,-17,1254,Pasco/Kennewick/Richland, WA,Minneapolis, MN,Sunny,30,1,NW,2,30,0,29,6,30,10,18,8,Moderate or heavy rain shower,19,8,NE,10,19,0.2,85,4,30,17,59,1
5/1/2019,Wednesday,May,DL,JFK,BUF,1312,-5,19,3,1439,55,-15,301,New York, NY,Buffalo, NY,Overcast,12,12,ESE,15,10,0,70,6,30,6,97,3,Light rain shower,21,10,ESE,14,21,0,70,6,30,15,40,5
5/1/2019,Wednesday,May,DL,DTW,SAT,836,-1,26,4,1054,186,17,1214,Detroit, MI,San Antonio, TX,Overcast,8,11,ESE,15,5,0,94,6,30,7,95,2,Light drizzle,23,8,ESE,11,23,0,90,1,30,21,91,5
4/30/2019,Tuesday,April,DL,LGA,STL,1030,-9,37,5,1232,134,-15,888,New York, NY,St. Louis, MO,Light drizzle,11,2,SSE,2,11,0,83,1,30,8,94,3,Sunny,36,17,N,19,36,0,15,6,30,5,2,9
7/1/2019,Monday,July,DL,MKE,LGA,624,-3,16,4,943,107,-15,738,Milwaukee, WI,New York, NY,Sunny,19,2,SSW,4,19,0,86,6,30,16,3,5,Sunny,23,10,WSW,12,23,0,61,6,30,15,0,6
8/1/2019,Thursday,August,DL,BOS,JFK,1420,262,32,23,1551,43,269,187,Boston, MA,New York, NY,Sunny,31,4,SW,5,31,0,38,6,30,15,23,8,Sunny,29,5,ENE,6,29,0,51,6,30,18,21,7
9/1/2019,Sunday,September,DL,MLI,ATL,600,-8,25,7,901,91,-6,633,Moline, IL,Atlanta, GA,Light rain shower,16,5,NE,9,16,0,97,6,30,15,94,4,Sunny,23,8,E,10,23,0,79,6,30,19,8,6
7/1/2019,Monday,July,DL,DSM,DTW,1415,-4,13,14,1701,76,-7,534,Des Moines, IA,Detroit, MI,Sunny,30,10,SW,11,30,0,72,6,30,24,20,7,Sunny,29,8,S,9,29,0,56,6,30,19,6,7
8/1/2019,Thursday,August,DL,BTR,ATL,600,-7,14,8,841,65,-21,448,Baton Rouge, LA,Atlanta, GA,Sunny,24,1,N,2,24,0,87,6,30,21,6,6,Sunny,24,3,ESE,4,24,0,77,6,30,20,12,6
2/1/2019,Friday,February,DL,CVG,CLT,706,26,48,7,856,54,25,335,Cincinnati, OH,Charlotte, NC,Moderate snow,-7,4,ESE,7,-8,0,77,1,30,-9,100,1,Partly cloudy,-3,5,SSW,8,-4,0,75,6,30,-5,5,2
11/1/2019,Friday,November,DL,BOS,DCA,1525,-1,23,3,1721,80,-11,399,Boston, MA,Washington, DC,Sunny,13,19,WSW,22,10,0,38,6,30,-1,0,4,Sunny,11,14,NW,16,9,0,43,6,30,-1,0,4
10/1/2019,Tuesday,October,DL,IAD,DTW,1315,0,25,6,1457,64,-7,383,Washington, DC,Detroit, MI,Sunny,31,5,S,6,31,0,51,6,30,19,15,8,Partly cloudy,29,10,SW,12,29,0,58,6,30,19,26,7
11/1/2019,Friday,November,DL,ORD,BOS,1540,-7,9,32,1919,103,-22,867,Chicago, IL,Boston, MA,Partly cloudy,3,12,SW,13,-2,0,71,6,30,-2,53,2,Clear,7,14,W,19,4,0,53,6,30,-2,0,1
7/1/2019,Monday,July,DL,MSP,PSC,1130,-8,20,4,1303,185,-12,1254,Minneapolis, MN,Pasco/Kennewick/Richland, WA,Light rain shower,21,10,WNW,15,21,0.1,87,6,30,19,47,5,Sunny,30,1,NW,2,30,0,29,6,30,10,18,8
6/1/2019,Saturday,June,DL,SLC,TUL,1345,-3,16,4,1715,113,-20,926,Salt Lake City, UT,Tulsa, OK,Sunny,20,4,NNW,4,20,0,43,6,30,7,25,6,Sunny,30,10,SSW,12,30,0,57,6,30,20,7,7
9/1/2019,Sunday,September,DL,AVL,ATL,1859,-10,12,15,2011,33,-22,164,Asheville, NC,Atlanta, GA,Clear,20,6,ESE,8,20,0,83,6,30,17,6,1,Moderate or heavy rain shower,27,8,E,9,27,0.1,67,4,30,20,65,1
8/1/2019,Thursday,August,DL,ATL,AGS,910,-5,14,5,1010,31,-15,143,Atlanta, GA,Augusta, GA,Sunny,24,3,ESE,4,24,0,77,6,30,20,12,6,Sunny,26,2,S,4,26,0,68,6,30,20,10,7
8/1/2019,Thursday,August,DL,AGS,ATL,1035,-7,23,7,1147,31,-18,143,Augusta, GA,Atlanta, GA,Sunny,26,2,S,4,26,0,68,6,30,20,10,7,Sunny,24,3,ESE,4,24,0,77,6,30,20,12,6
6/1/2019,Saturday,June,DL,ATL,CRW,1459,-1,10,3,1625,61,-13,363,Atlanta, GA,Charleston/Dunbar, WV,Sunny,31,9,NW,10,31,0,33,6,30,13,14,8,Sunny,29,6,WSW,7,29,0,41,6,30,14,4,7
8/1/2019,Thursday,August,DL,BTV,ATL,1700,-5,16,7,1950,142,-10,961,Burlington, VT,Atlanta, GA,Sunny,24,7,NNW,8,24,0,42,6,30,11,0,6,Heavy rain at times,26,5,WSW,6,26,0.3,74,3,30,21,33,1
12/1/2019,Sunday,December,DL,JAX,RDU,600,22,15,5,721,61,22,407,Jacksonville, FL,Raleigh/Durham, NC,Sunny,18,8,SSW,14,18,0,90,6,30,16,11,5,Light rain,9,9,S,15,8,0.1,94,5,30,8,100,2
1/1/2019,Tuesday,January,DL,MOT,MSP,840,239,17,3,1031,67,215,449,Minot, ND,Minneapolis, MN,Sunny,-29,4,WSW,8,-36,0,83,6,31,-31,5,2,Sunny,-18,9,NNW,11,-26,0,91,6,31,-20,25,2
1/1/2019,Tuesday,January,DL,RAP,SLC,1747,-1,23,10,1936,77,0,508,Rapid City, SD,Salt Lake City, UT,Sunny,-9,4,SSW,9,-15,0,74,6,30,-13,2,2,Clear,-11,3,NW,6,-15,0,79,6,31,-14,11,1
6/1/2019,Saturday,June,DL,CRW,ATL,1655,-5,9,7,1823,56,-21,363,Charleston/Dunbar, WV,Atlanta, GA,Sunny,29,6,WSW,7,29,0,41,6,30,14,4,7,Clear,28,9,NW,11,28,0,47,6,30,16,17,1
4/30/2019,Tuesday,April,DL,CMH,JFK,1756,-5,10,20,2000,85,-14,483,Columbus, OH,New York, NY,Thundery outbreaks possible,17,5,ENE,5,17,0,65,5,30,10,100,4,Cloudy,14,4,SW,5,13,0,73,6,30,9,63,1
3/1/2019,Friday,March,DL,CSG,ATL,1803,62,20,13,1908,31,61,83,Columbus, GA,Atlanta, GA,Light rain shower,18,5,WSW,9,18,0,89,6,30,16,40,1,Moderate or heavy rain shower,16,7,WSW,11,16,0.1,86,4,30,14,79,1
